title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price
Toyota Kijang Innova Zenix Q HV TSS Modellista (Non Premium Color) Automatic 2023,Toyota,Kijang Innova Zenix,Q HV TSS Modellista (Non Premium Color),2023,Automatic,53," 517,660,377 "," 444,000,000 "," 480,830,189 ",611000000
Honda Brio Satya E Automatic 2021,Honda,Brio,Satya E,2021,Automatic,41," 150,500,000 "," 120,000,000 "," 135,250,000 ",173700000
Toyota Calya G Manual 2021,Toyota,Calya,G,2021,Manual,45," 127,100,000 "," 112,000,000 "," 119,550,000 ",153200000
Toyota Calya G Automatic 2021,Toyota,Calya,G,2021,Automatic,60," 131,216,667 "," 110,000,000 "," 120,608,333 ",165800000
Toyota Agya G Automatic 2024,Toyota,Agya,G,2024,Automatic,65," 155,838,462 "," 146,500,000 "," 151,169,231 ",181500000
Toyota Avanza G Manual 2019,Toyota,Avanza,G,2019,Manual,73," 161,321,918 "," 145,000,000 "," 153,160,959 ",208950000
Honda Brio RS Automatic 2022,Honda,Brio,RS,2022,Automatic,63," 173,555,556 "," 150,000,000 "," 161,777,778 ",225100000
Toyota Kijang Innova V Automatic 2021,Toyota,Kijang Innova,V,2021,Automatic,73," 397,726,027 "," 287,000,000 "," 342,363,014 ",426000000
Mitsubishi Pajero Sport Dakar 4X2 Automatic 2018,Mitsubishi,Pajero Sport,Dakar 4X2,2018,Automatic,47," 384,617,021 "," 320,000,000 "," 352,308,511 ",522000000
Toyota Calya G Manual 2017,Toyota,Calya,G,2017,Manual,40," 106,150,000 "," 90,000,000 "," 98,075,000 ",138000000
Toyota Corolla Altis V Automatic 2020,Toyota,Corolla Altis,V,2020,Automatic,67," 273,582,090 "," 235,000,000 "," 254,291,045 ",486350000
Honda Mobilio E Automatic 2019,Honda,Mobilio,E,2019,Automatic,67," 159,768,657 "," 140,000,000 "," 149,884,328 ",228900000
Toyota Avanza E Manual 2019,Toyota,Avanza,E,2019,Manual,93," 139,989,247 "," 131,000,000 "," 135,494,624 ",188600000
Toyota Fortuner VRZ 4X2 Automatic 2020,Toyota,Fortuner,VRZ 4X2,2020,Automatic,46," 403,217,391 "," 365,000,000 "," 384,108,696 ",527900000
Nissan Livina VL Automatic 2019,Nissan,Livina,VL,2019,Automatic,77," 181,961,039 "," 162,000,000 "," 171,980,520 ",261900000
Toyota Avanza E Automatic 2019,Toyota,Avanza,E,2019,Automatic,40," 143,300,000 "," 118,000,000 "," 130,650,000 ",199800000
Chery Omoda 5 RZ Automatic 2023,Chery,Omoda 5,RZ,2023,Automatic,85," 276,082,353 "," 225,000,000 "," 250,541,176 ",399800000
Toyota Agya GR Sport Automatic 2023,Toyota,Agya,GR Sport,2023,Automatic,87," 189,747,126 "," 137,000,000 "," 163,373,563 ",237500000
Suzuki XL7 Zeta Automatic 2024,Suzuki,XL7,Zeta,2024,Automatic,51," 209,205,882 "," 198,000,000 "," 203,602,941 ",269400000
Honda BR-V E Automatic 2023,Honda,BR-V,E,2023,Automatic,44," 226,034,091 "," 199,500,000 "," 212,767,045 ",312000000
Toyota Avanza Veloz Manual 2021,Toyota,Avanza,Veloz,2021,Manual,104," 181,879,808 "," 148,000,000 "," 164,939,904 ",215000000
Lexus RX 350h Luxury Automatic 2023,Lexus,RX 350h,Luxury,2023,Automatic,43," 1,437,441,860 "," 1,230,000,000 "," 1,333,720,930 ",1730000000
Toyota Calya G Automatic 2024,Toyota,Calya,G,2024,Automatic,70," 152,371,429 "," 122,000,000 "," 137,185,714 ",187400000
Toyota Raize GR Sport TSS (2 Tone) Automatic 2022,Toyota,Raize,GR Sport TSS (2 Tone),2022,Automatic,41," 211,402,439 "," 190,000,000 "," 200,701,220 ",301900000
Daihatsu Sigra M Manual 2023,Daihatsu,Sigra,M,2023,Manual,70," 115,092,857 "," 97,500,000 "," 106,296,429 ",145600000
Mitsubishi Pajero Sport Dakar 4X2 Automatic 2020,Mitsubishi,Pajero Sport,Dakar 4X2,2020,Automatic,41," 414,134,146 "," 375,000,000 "," 394,567,073 ",549500000
Toyota Kijang Innova V Automatic 2020,Toyota,Kijang Innova,V,2020,Automatic,79," 308,436,709 "," 267,000,000 "," 287,718,354 ",405850000
Toyota Kijang Innova G Manual 2019,Toyota,Kijang Innova,G,2019,Manual,40," 252,775,000 "," 228,000,000 "," 240,387,500 ",328050000
Daihatsu Sigra X Manual 2019,Daihatsu,Sigra,X,2019,Manual,130," 100,276,923 "," 92,000,000 "," 96,138,462 ",126900000
Mazda Biante SKYACTIV-G Automatic 2015,Mazda,Biante,SKYACTIV-G,2015,Automatic,27," 156,037,037 "," 140,000,000 "," 148,018,519 "," 425,000,000 "
Toyota Yaris TRD Sportivo Automatic 2019,Toyota,Yaris,TRD Sportivo,2019,Automatic,37,191054054.1,161000000,176027027,275850000
Honda Civic ES Automatic 2017,Honda,Civic,ES,2017,Automatic,27,291925925.9,259000000,275462963,483000000
Honda Jazz RS Automatic 2013,Honda,Jazz,RS,2013,Automatic,33," 149,363,636 "," 127,000,000 "," 138,181,818 "," 231,000,000 "
Wuling Air EV Long Range Automatic 2022,Wuling,Air EV,Long Range,2022,Automatic,27,152811111.1,133000000,142905555.6,295000000
Mercedes-Benz GLA200 AMG Line Automatic 2021,Mercedes-Benz,GLA200,AMG Line,2021,Automatic,24,553791666.7,510000000,531895833.3,865000000
Honda Brio RS Automatic 2019,Honda,Brio,RS,2019,Automatic,36,161527777.8,139000000,150263888.9,189600000
Honda Freed E Automatic 2013,Honda,Freed,E,2013,Automatic,35," 158,471,457 "," 124,500,000 "," 141,485,729 "," 262,500,000 "
Honda HR-V E Special Edition Automatic 2018,Honda,HR-V,E Special Edition,2018,Automatic,35,222685714.3,184000000,203342857.1,332600000
Toyota Kijang Innova Zenix V HV Modellista (Premium Color) Automatic 2024,Toyota,Kijang Innova Zenix,V HV Modellista (Premium Color),2024,Automatic,31,469548387.1,439000000,454274193.5,545600000
Honda Jazz RS Automatic 2018,Honda,Jazz,RS,2018,Automatic,38,218631578.9,180000000,199315789.5,272500000
Mercedes-Benz GLC200 Night Edition AMG Line Automatic 2022,Mercedes-Benz,GLC200,Night Edition AMG Line,2022,Automatic,37,826216216.2,699000000,762608108.1,1050000000
Toyota Sienta Q Automatic 2016,Toyota,Sienta,Q,2016,Automatic,33," 171,621,212 "," 146,000,000 "," 158,810,606 "," 295,000,000 "
Mercedes-Benz GLE450 AMG Line 4MATIC CKD Automatic 2021,Mercedes-Benz,GLE450,AMG Line 4MATIC CKD,2021,Automatic,30,1247600019,895000000,1071300009,1790000000
Toyota Vellfire G Automatic 2018,Toyota,Vellfire,G,2018,Automatic,31,681806451.6,599000000,640403225.8,1099600000
Mercedes-Benz C300 AMG Line Automatic 2022,Mercedes-Benz,C300,AMG Line,2022,Automatic,35,847028571.4,777000000,812014285.7,970000000
Toyota Vellfire G Automatic 2019,Toyota,Vellfire,G,2019,Automatic,28,722321428.6,515000000,618660714.3,1157700000
Hyundai Palisade Signature Automatic 2021,Hyundai,Palisade,Signature,2021,Automatic,39,604530769.2,550000000,577265384.6,888000000
Mercedes-Benz GLC250 Exclusive 4MATIC Automatic 2016,Mercedes-Benz,GLC250,Exclusive 4MATIC,2016,Automatic,24," 380,333,333 "," 352,000,000 "," 366,166,667 "," 1,009,000,000 "
BMW X1 sDrive18i xLine Automatic 2021,BMW,X1,sDrive18i xLine,2021,Automatic,33,491909090.9,395000000,443454545.5,760000000
BMW X1 sDrive18i xLine Automatic 2020,BMW,X1,sDrive18i xLine,2020,Automatic,27,429444444.4,345000000,387222222.2,739000000
Lexus RX 200t F Sport Automatic 2017,Lexus,RX 200t,F Sport,2017,Automatic,38,655026315.8,555000000,605013157.9,1340000000
Volkswagen Tiguan TSI Allspace Automatic 2021,Volkswagen,Tiguan,TSI Allspace,2021,Automatic,39,358820512.8,305000000,331910256.4,605000000
Volkswagen Tiguan TSI Allspace Automatic 2020,Volkswagen,Tiguan,TSI Allspace,2020,Automatic,28,321964285.7,298000000,309982142.9,595000000
Honda Brio RS Automatic 2017,Honda,Brio,RS,2017,Automatic,35,131000000,107000000,119000000,174700000
Daihatsu Sigra R Manual 2023,Daihatsu,Sigra,R,2023,Manual,32,132781250.3,115000000,123890625.1,160900000
Lexus RX 300 Luxury Automatic 2019,Lexus,RX 300,Luxury,2019,Automatic,33,753969697,550000000,651984848.5,1405000000
Toyota Fortuner VRZ GR SPORT 4X2 Automatic 2021,Toyota,Fortuner,VRZ GR SPORT 4X2,2021,Automatic,34,462544117.6,418000000,440272058.8,561000000
Toyota Avanza G Automatic 2018,Toyota,Avanza,G,2018,Automatic,25,146420000,127000000,136710000,219100000
Wuling Binguo EV 410 Premium Range AC/DC Automatic 2024,Wuling,Binguo EV,410 Premium Range AC/DC,2024,Automatic,32,239312500,221000000,230156250,372000000
Honda HR-V Prestige Automatic 2016,Honda,HR-V,Prestige,2016,Automatic,31," 227,000,000 "," 170,000,000 "," 198,500,000 "," 377,000,000 "
Suzuki Ertiga Hybrid GX Automatic 2022,Suzuki,Ertiga,Hybrid GX,2022,Automatic,32,195812500,177000000,186406250,282300000
Honda HR-V Prestige Automatic 2018,Honda,HR-V,Prestige,2018,Automatic,24,243937500,219000000,231468750,399000000
Honda HR-V Prestige Automatic 2017,Honda,HR-V,Prestige,2017,Automatic,35,230028571.7,190000000,210014285.8,377000000
Wuling Air EV Long Range Automatic 2023,Wuling,Air EV,Long Range,2023,Automatic,39,157705128.2,125000000,141352564.1,299500000
Daihatsu Ayla R Automatic 2022,Daihatsu,Ayla,R,2022,Automatic,25,129120000,122000000,125560000,161050000
Honda Brio RS Automatic 2018,Honda,Brio,RS,2018,Automatic,27,145259259.3,125000000,135129629.6,180000000
Toyota Yaris TRD Sportivo 3 AB Automatic 2021,Toyota,Yaris,TRD Sportivo 3 AB,2021,Automatic,23,208521739.1,195000000,201760869.5,294750000
Toyota Avanza G Automatic 2012,Toyota,Avanza,G,2012,Automatic,29," 109,379,310 "," 92,000,000 "," 100,689,655 "," 172,900,000 "
Nissan Terra 4x2 VL Automatic 2018,Nissan,Terra,4x2 VL,2018,Automatic,23,313021739.1,283000000,298010869.6,490000000
Toyota Rush GR Sport Automatic 2023,Toyota,Rush,GR Sport,2023,Automatic,35,237114285.7,175000000,206057142.9,306100000
Toyota Rush TRD Sportivo Automatic 2018,Toyota,Rush,TRD Sportivo,2018,Automatic,35,198885714.3,178000000,188442857.1,261300000
Toyota Rush TRD Sportivo Automatic 2021,Toyota,Rush,TRD Sportivo,2021,Automatic,39,215948717.9,187000000,201474359,279900000
Toyota Yaris TRD Sportivo Automatic 2018,Toyota,Yaris,TRD Sportivo,2018,Automatic,35,192410000,170000000,181205000,274450000
Toyota Rush GR Sport Automatic 2021,Toyota,Rush,GR Sport,2021,Automatic,32,219046875,200000000,209523437.5,268800000
Mazda CX-5 Elite Automatic 2018,Mazda,CX-5,Elite,2018,Automatic,33,306515151.5,275000000,290757575.8,548800000
Honda HR-V E Special Edition Automatic 2020,Honda,HR-V,E Special Edition,2020,Automatic,31,234725806.5,195000000,214862903.2,344600000
Toyota Raize GR Sport (2 Tone) Automatic 2023,Toyota,Raize,GR Sport (2 Tone),2023,Automatic,39,215089743.6,190000000,202544871.8,298300000
Nissan Serena Highway Star Automatic 2014,Nissan,Serena,Highway Star,2014,Automatic,23," 132,652,174 "," 115,000,000 "," 123,826,087 "," 385,000,000 "
BMW X1 sDrive18i xLine Automatic 2017,BMW,X1,sDrive18i xLine,2017,Automatic,31,424935483.9,239000000,331967741.9,679000000
Toyota Alphard SC Automatic 2013,Toyota,Alphard,SC,2013,Automatic,29," 282,896,552 "," 245,000,000 "," 263,948,276 ",
Toyota Fortuner VRZ TRD 4X2 Automatic 2018,Toyota,Fortuner,VRZ TRD 4X2,2018,Automatic,31,375225806.5,332000000,353612903.2,527900000
BMW 218i Gran Coupe Sport Automatic 2022,BMW,218i,Gran Coupe Sport,2022,Automatic,30,524333333.3,283000000,403666666.7,780000000
Lexus RX 200t Luxury Automatic 2016,Lexus,RX 200t,Luxury,2016,Automatic,31," 562,483,871 "," 465,000,000 "," 513,741,935 "," 1,255,000,000 "
BMW 330i M Sport Automatic 2021,BMW,330i,M Sport,2021,Automatic,36,677611111.1,545000000,611305555.6,989000000
Mazda CX-3 Sport Automatic 2023,Mazda,CX-3,Sport,2023,Automatic,25,292440000,266000000,279220000,379900000
Toyota Fortuner VRZ GR SPORT 4X2 Automatic 2022,Toyota,Fortuner,VRZ GR SPORT 4X2,2022,Automatic,24,474041666.7,442000000,458020833.3,602800000
Daihatsu Ayla R Manual 2023,Daihatsu,Ayla,R,2023,Manual,25,131880000,124000000,127940000,152000000
Honda Jazz RS Automatic 2020,Honda,Jazz,RS,2020,Automatic,31,228859677.4,204000000,216429838.7,288000000
Toyota Avanza G Manual 2017,Toyota,Avanza,G,2017,Manual,26,141269230.8,128000000,134634615.4,205700000
Honda HR-V E Automatic 2019,Honda,HR-V,E,2019,Automatic,27,223555555.6,190000000,206777777.8,321000000
BMW 520i Luxury Automatic 2018,BMW,520i,Luxury,2018,Automatic,30,452633333.3,382000000,417316666.7,1059000000
Toyota Veloz Q Automatic 2024,Toyota,Veloz,Q,2024,Automatic,30,253500000,230000000,241750000,301700000
Mercedes-Benz GLC200 Night Edition AMG Automatic 2019,Mercedes-Benz,GLC200,Night Edition AMG,2019,Automatic,31,541193548.4,385000000,463096774.2,999000000
Honda CR-V Prestige Automatic 2015,Honda,CR-V,Prestige,2015,Automatic,28," 210,892,857 "," 183,000,000 "," 196,946,429 "," 453,500,000 "
Mercedes-Benz C200 AMG Line Automatic 2017,Mercedes-Benz,C200,AMG Line,2017,Automatic,31,374677419.4,329000000,351838709.7,739000000
Mercedes-Benz GLB200 Progressive Line Automatic 2021,Mercedes-Benz,GLB200,Progressive Line,2021,Automatic,37,584648648.6,515000000,549824324.3,865000000
Honda Mobilio E Automatic 2014,Honda,Mobilio,E,2014,Automatic,36," 119,805,556 "," 95,000,000 "," 107,402,778 "," 189,500,000 "
Toyota Camry V Automatic 2019,Toyota,Camry,V,2019,Automatic,33,330272727.5,275000000,302636363.8,649450000
Hyundai Stargazer X Prime Automatic 2023,Hyundai,Stargazer X,Prime,2023,Automatic,38,253144736.8,233000000,243072368.4,335800000
Honda CR-V Turbo Automatic 2018,Honda,CR-V,Turbo,2018,Automatic,26,297673076.9,247000000,272336538.5,472000000
Daihatsu Ayla X Manual 2021,Daihatsu,Ayla,X,2021,Manual,33,104923520.9,94000000,99461760.45,128800000
Honda Civic ES Automatic 2018,Honda,Civic,ES,2018,Automatic,31,315548387.1,279000000,297274193.5,486000000
Toyota Raize GR Sport (1 Tone) Automatic 2023,Toyota,Raize,GR Sport (1 Tone),2023,Automatic,25,207400000,180000000,193700000,295900000
Honda Mobilio E Automatic 2017,Honda,Mobilio,E,2017,Automatic,26,142730769.2,122000000,132365384.6,221000000
Daihatsu Terios R Automatic 2021,Daihatsu,Terios,R,2021,Automatic,35,205400000,189000000,197200000,243900000
BMW X5 xDrive40i xLine Automatic 2021,BMW,X5,xDrive40i xLine,2021,Automatic,24,896999958.3,395000000,645999979.2,1630000000
Toyota Agya G Automatic 2016,Toyota,Agya,G,2016,Automatic,39," 99,230,769 "," 80,000,000 "," 89,615,385 "," 129,260,000 "
Daihatsu Gran Max Blind Van AC Manual 2018,Daihatsu,Gran Max,Blind Van AC,2018,Manual,28,86571428.57,78000000,82285714.29,144375000
Toyota Fortuner VRZ TRD 4X2 Automatic 2019,Toyota,Fortuner,VRZ TRD 4X2,2019,Automatic,34,390735294.1,359000000,374867647.1,540300000
Mazda CX-3 Sport Automatic 2024,Mazda,CX-3,Sport,2024,Automatic,26,318480769.2,123500000,220990384.6,399900000
Toyota Land Cruiser 200 Full spec Automatic 2012,Toyota,Land Cruiser,200 Full spec,2012,Automatic,33," 1,135,363,636 "," 811,000,000 "," 973,181,818 "," 1,543,500,000 "
BMW 320i Sport Automatic 2018,BMW,320i,Sport,2018,Automatic,27,366777777.8,315000000,340888888.9,729000000
BMW X1 sDrive18i M Sport Automatic 2022,BMW,X1,sDrive18i M Sport,2022,Automatic,23,555086956.5,365000000,460043478.3,840000000
Honda Freed E Automatic 2015,Honda,Freed,E,2015,Automatic,27," 177,555,556 "," 143,000,000 "," 160,277,778 "," 271,000,000 "
Mitsubishi Pajero Sport Dakar 4X2 Automatic 2017,Mitsubishi,Pajero Sport,Dakar 4X2,2017,Automatic,31,380000000,339000000,359500000,505000000
Honda BR-V E Automatic 2022,Honda,BR-V,E,2022,Automatic,36,216180555.6,200000000,208090277.8,305100000
Toyota Avanza G Automatic 2017,Toyota,Avanza,G,2017,Automatic,33,141439393.9,115000000,128219697,216200000
Wuling Almaz Exclusive 5 Seater Automatic 2019,Wuling,Almaz,Exclusive 5 Seater,2019,Automatic,27,162777777.8,149000000,155888888.9,338800000
Honda Freed S Automatic 2013,Honda,Freed,S,2013,Automatic,27," 137,774,074 "," 115,000,000 "," 126,387,037 "," 238,500,000 "
Hyundai Palisade Signature AWD Automatic 2021,Hyundai,Palisade,Signature AWD,2021,Automatic,32,650093750,559000000,604546875,1038000000
Mercedes-Benz E300 Avantgarde SportStyle Automatic 2019,Mercedes-Benz,E300,Avantgarde SportStyle,2019,Automatic,27,642111111.1,525000000,583555555.6,1279000000
Mercedes-Benz E350 AMG Automatic 2019,Mercedes-Benz,E350,AMG,2019,Automatic,30,728800000,599000000,663900000,1459000000
Nissan Livina VL Automatic 2021,Nissan,Livina,VL,2021,Automatic,35,199257142.9,166000000,182628571.4,272100000
Toyota Kijang Innova G Automatic 2014,Toyota,Kijang Innova,G,2014,Automatic,31," 214,193,548 "," 142,000,000 "," 178,096,774 "," 279,300,000 "
Nissan Livina VE Automatic 2019,Nissan,Livina,VE,2019,Automatic,28,170833928.6,149500000,160166964.3,223000000
Toyota Kijang Innova G Automatic 2023,Toyota,Kijang Innova,G,2023,Automatic,33,364348484.8,334500000,349424242.4,402000000
Toyota Kijang Innova Zenix Q HV TSS Modellista (Non Premium Color) Automatic 2024,Toyota,Kijang Innova Zenix,Q HV TSS Modellista (Non Premium Color),2024,Automatic,26,534461538.5,475000000,504730769.2,624600000
Honda Civic VTEC Turbo Automatic 2019,Honda,Civic,VTEC Turbo,2019,Automatic,35,323142857.1,287000000,305071428.6,507000000
Mitsubishi Pajero Sport Dakar Ultimate 4X2 Automatic 2022,Mitsubishi,Pajero Sport,Dakar Ultimate 4X2,2022,Automatic,30,490383333.3,430000000,460191666.7,634700000
Toyota Avanza G Manual 2024,Toyota,Avanza,G,2024,Manual,28,211250000,202000000,206625000,259800000
Mercedes-Benz GLA200 AMG Line Automatic 2019,Mercedes-Benz,GLA200,AMG Line,2019,Automatic,26,439230769.2,385000000,412115384.6,789000000
Honda CR-V Turbo Automatic 2021,Honda,CR-V,Turbo,2021,Automatic,27,373037037,350000000,361518518.5,515900000
Honda CR-V Turbo Automatic 2019,Honda,CR-V,Turbo,2019,Automatic,24,294875000,270000000,282437500,480000000
Mitsubishi Xpander Exceed Automatic 2021,Mitsubishi,Xpander,Exceed,2021,Automatic,39,200358974.4,184000000,192179487.2,267000000
Daihatsu Terios R Automatic 2023,Daihatsu,Terios,R,2023,Automatic,39,224576923.1,198000000,211288461.5,280450000
Suzuki XL7 Alpha Automatic 2021,Suzuki,XL7,Alpha,2021,Automatic,25,211100000,183000000,197050000,267000000
Daihatsu Sigra R Automatic 2021,Daihatsu,Sigra,R,2021,Automatic,34,128588235.3,120000000,124294117.6,156050000
Mazda CX-5 Grand Touring Automatic 2015,Mazda,CX-5,Grand Touring,2015,Automatic,24," 203,741,667 "," 158,000,000 "," 180,870,833 "," 448,000,000 "
Toyota Rush G Automatic 2020,Toyota,Rush,G,2020,Automatic,25,192640000,178000000,185320000,266200000
Chevrolet TRAX LTZ Automatic 2017,Chevrolet,TRAX,LTZ,2017,Automatic,34,142705882.4,130000000,136352941.2,305000000
Honda Mobilio E Automatic 2021,Honda,Mobilio,E,2021,Automatic,23,178826087,142000000,160413043.5,227400000
Toyota Raize GR Sport TSS (2 Tone) Automatic 2021,Toyota,Raize,GR Sport TSS (2 Tone),2021,Automatic,33,205818181.8,180000000,192909090.9,265900000
Toyota Agya G Automatic 2015,Toyota,Agya,G,2015,Automatic,23," 95,260,870 "," 80,000,000 "," 87,630,435 "," 127,760,000 "
BYD Seal Performance AWD Automatic 2024,BYD,Seal,Performance AWD,2024,Automatic,27,559666666.7,460000000,509833333.3,719000000
Toyota Kijang Innova Zenix Q HV TSS Modellista (Premium Color) Automatic 2024,Toyota,Kijang Innova Zenix,Q HV TSS Modellista (Premium Color),2024,Automatic,29,536275862.1,490000000,513137931,627600000
BMW X5 xDrive35i xLine Automatic 2016,BMW,X5,xDrive35i xLine,2016,Automatic,24," 427,708,333 "," 383,000,000 "," 405,354,167 "," 1,348,000,000 "
BMW 320i Sport Automatic 2016,BMW,320i,Sport,2016,Automatic,30," 353,250,000 "," 269,000,000 "," 311,125,000 "," 699,000,000 "
Toyota Camry V Automatic 2013,Toyota,Camry,V,2013,Automatic,23," 164,000,000 "," 134,000,000 "," 149,000,000 "," 525,800,000 "
Chevrolet TRAX Premier Automatic 2019,Chevrolet,TRAX,Premier,2019,Automatic,26,172034615.4,147000000,159517307.7,318000000
Toyota Raize GR Sport TSS (1 Tone) Automatic 2021,Toyota,Raize,GR Sport TSS (1 Tone),2021,Automatic,37,205689189.2,179000000,192344594.6,263500000
BMW 320i Sport Automatic 2014,BMW,320i,Sport,2014,Automatic,27," 270,666,667 "," 229,000,000 "," 249,833,333 "," 648,000,000 "
Toyota Kijang Innova V Automatic 2018,Toyota,Kijang Innova,V,2018,Automatic,31,307548387.1,235000000,271274193.5,386100000
Mitsubishi Pajero Sport Dakar 4x2 Automatic 2012,Mitsubishi,Pajero Sport,Dakar 4x2,2012,Automatic,31," 234,451,613 "," 150,000,000 "," 192,225,806 "," 441,000,000 "
Toyota Raize GR Sport (2 Tone) Automatic 2022,Toyota,Raize,GR Sport (2 Tone),2022,Automatic,34,200661764.7,182000000,191330882.4,295100000
Honda HR-V E Automatic 2021,Honda,HR-V,E,2021,Automatic,38,238473684.2,220000000,229236842.1,346000000
Suzuki Ertiga Hybrid SS Automatic 2022,Suzuki,Ertiga,Hybrid SS,2022,Automatic,32,209500000,199000000,204250000,292300000
Toyota Kijang Innova G Automatic 2017,Toyota,Kijang Innova,G,2017,Automatic,25,259900000,209000000,234450000,321100000
Mitsubishi Pajero Sport Dakar Ultimate 4X4 Automatic 2022,Mitsubishi,Pajero Sport,Dakar Ultimate 4X4,2022,Automatic,30,560700000,425000000,492850000,689700000
Honda Freed E Automatic 2014,Honda,Freed,E,2014,Automatic,23," 168,913,083 "," 139,000,000 "," 153,956,541 "," 267,500,000 "
Toyota Yaris Cross S HV Automatic 2023,Toyota,Yaris Cross,S HV,2023,Automatic,25,343160000,315000000,329080000,440600000
